	32	110	296	589	1036	1527	2571	2762	2959	3793	4993	5952	7153	32587	150	260	318	356	480	527	541	608	780	858	1089	1097	1136	1196	1198	1210	1214	1240	1265	1270	1682	1923	2028	2716	2858	2997	3996	4226	4973	5445	6365	6711	6874	7361	7438	1	47	50	344	364	367	377	500	597	648	1580	1721	2683	4306	4886	4963	6377	457	592	593	1961	2628	3578	5418	33794	1291	4995	5349	5989	6539	8961	1704
32		0.0	0.29603915106878165	0.0	0.0	0.10001429289200967	0.16080102434688395	0.12348194424191626	0.38048078957322695	0.0	0.06920307765287909	0.01204288890032914	0.01823953160316616	0.14098660759163226	0.0	0.030681726999257506	0.19695016804720786	0.0	0.0	0.059694787118899306	0.2524906929605614	0.10679268092183564	0.0	0.19213387872008897	0.20709562391602326	0.0	0.24329061296492768	0.06670887284482029	0.08652612178740973	0.0	0.1325861904643989	0.0	0.15988210730850436	0.0	0.09734969135941565	0.0	0.0	0.0	0.27210666598779665	0.21798501031224746	0.08707675681534106	0.30701442253287814	0.19707023778818292	0.0	0.0	0.11657357386232713	0.09658936437474293	0.3497298705725021	0.055669305148247084	0.0	0.3273588187499827	0.26244512931329667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07116442763715557	0.0	0.0	0.0	0.0	0.15856162365910906	0.0	0.0	0.0	0.0	0.005345014979229841	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110	0.0		0.0	0.0	0.03411746810613483	0.0	0.05696040856338977	0.04729428605080257	0.0	0.0	0.055631305990714475	0.08095528681103345	0.0916094585117357	0.0	0.13138139165908908	0.0	0.12860003482011237	0.1273823125308277	0.03130520170159465	0.09670670598118876	0.0	0.0	0.048098731455836784	0.0	0.0	0.0	0.0	0.0	0.0	0.04344604394632678	0.0	0.006920677185350563	0.0	0.0	0.0	0.0	0.22933648552327277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08585971675038982	0.0	0.0	0.0	0.0	0.006607601635933382	0.0	0.040208959267404316	0.0	0.0	0.03151715548160009	0.0	0.0	0.0	0.057074493144562526	0.0	0.0529620650607387	0.0	0.0	0.1156529966241943	0.02134255297919335	0.29024656528788456	0.030546449856967917	0.03195941840075285	0.0	0.1326556523324218	0.0	0.0	0.0	0.0	0.17954195911939239
296	0.29603915106878165	0.0		0.0	0.008571465933749835	0.0	0.21593401286570302	0.04154193945808594	0.4842902736814026	0.0	0.07504147722279922	0.00590123871133395	0.03886166543504817	0.22681971695839162	0.0	0.1261376241155398	0.3789027804916603	0.03370248150675172	0.0	0.20256231339538774	0.199675192493615	0.31770785554685493	0.0	0.4974124125622925	0.5325845218198639	0.0	0.2975601145721953	0.171041710555751	0.18495923479571338	0.0	0.228512475377879	0.0	0.07624585486320108	0.0	0.0	0.0	0.05762631745567368	0.0	0.3458258346013923	0.18590660368385503	0.0	0.36215216979499554	0.3065533132854693	0.0	0.0	0.1358849077312597	0.24679699451021633	0.2612439703883243	0.25240933654825043	0.0	0.36103107220484165	0.41248023143825835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36328392688755023	0.051567732115603025	0.0	0.0	0.0	0.0	0.005691475647853812	0.006770558161377797	0.0	0.0	0.0	0.0	0.0
589	0.0	0.0	0.0		0.19867371481903875	0.0146490427613086	0.03589566297538424	0.0	0.0	0.03652391321524252	0.0	0.0	0.0	0.0	0.0	0.06388228617704872	0.0	0.0	0.17803628619836345	0.0	0.0	0.0	0.04115748850234876	0.0	0.0	0.0	0.0	0.07088068330223968	0.052479038442136035	0.07574458675874496	0.13449308645816443	0.43908480715952986	0.024387420883912714	0.12524198545041948	0.0	0.01290095473536108	0.01439087245926849	0.07840419796014392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028601156710635064	0.0	0.037598392169934505	0.0	0.03894571940378406	0.0668769838545655	0.0	0.0	0.00577929362177238	0.03708952242265559	0.04848809338686105	0.0	0.0	0.0	0.0	0.0	0.10209925744574173	0.05223243172708414	0.0	0.0	0.0	0.0562460033119842	0.0	0.005872815021105509	0.011602586200027848	0.0	0.0	0.0	0.0	0.0	0.0
1036	0.0	0.03411746810613483	0.008571465933749835	0.19867371481903875			0.031019442686304993	0.005925213034077855	0.0	0.0					0.0034949125828810496	0.06150197859254567	0.023605255147049014	0.0	0.07853221989888803	0.0	0.0	0.0	0.0017338752503788769	0.02613921702719234	0.034103916083610165	0.0	0.0	0.09069245922550269	0.21398017331992658	0.024948804790467887	0.17743529072117975	0.24945605784998065	0.03535669859540377	0.12367491924167844	0.0	0.0	0.03507377307926182	0.13140079235760393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																
1527	0.10001429289200967	0.0	0.0	0.0146490427613086			0.03299178219352854	0.0	0.027083962349753993	0.0868928383729581					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12881916532809928	0.0	0.0	0.0	0.0	0.0	0.0	0.05802106491526552	0.0	0.009232838211194727	0.0	0.0	0.0388451957292886	0.03099767087970607	0.0	0.01717605198600361	0.0	0.0	0.0	0.0	0.04583905858929967	0.05728035839409902	0.07514609532433787	0.0	0.017796181778231192	0.0	0.0																																
2571	0.16080102434688395	0.05696040856338977	0.21593401286570302	0.03589566297538424	0.031019442686304993	0.03299178219352854		0.12233181863457217	0.3618811224836092	0.0	0.2151555270688023	0.17958677770576176	0.1617918345564941	0.03572433429535369	0.0	0.18276100493603697	0.26924094400449383	0.020334117981699054	0.0	0.05992849738854635	0.1399889891630965	0.0	0.0	0.13180911630674885	0.026811153540489248	0.0	0.12701755968759598	0.20640713534858326	0.13022164385294271	0.09594009938570941	0.04402274462169405	0.0	0.0	0.0023591310896813847	0.03475653326378492	0.0	0.0617747284402216	0.0	0.11191967836862533	0.006436406101139131	0.04478532790497246	0.27046205044982263	0.20292704753637136	0.0	0.0	0.0	0.06643470852131636	0.1554442871345668	0.03604348093277846	0.0	0.1541067624055353	0.2636825927574789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02561891998324552	0.0	0.0	0.0	0.0	0.0	0.043237387500466996	0.0	0.0	0.08056804399415553	0.039273650171186995	0.04548869309381939	0.08040564961790983	0.018437340144027946	0.0	0.0	0.0	0.044492955081971416	0.1076617232081131
2762	0.12348194424191626	0.04729428605080257	0.04154193945808594	0.0	0.005925213034077855	0.0	0.12233181863457217		0.05550943678173739	0.0	0.10183591608347659	0.08170769223252687	0.09512705033889181	0.0	0.024036867487285795	0.011070096191932001	0.21506928649307086	0.07084991393599258	0.0	0.19371475335757884	0.013468136846671848	0.04992150787026306	0.0	0.061391512388602014	0.0	0.01155996398450704	0.0807214105432749	0.0	0.1098358121381628	0.0	0.0	0.0	0.05695159054877667	0.0	0.06138598772535964	0.0	0.09598691149768768	0.0	0.14546372516909886	0.000554819297975318	0.006927700150365	0.173635379282979	0.11411874037446036	0.0031419812506068485	0.0	0.0	0.0	0.04728614694502166	0.0	0.0	0.13902075583058318	0.23498408856898445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054921548212663554	0.0	0.016167130265788116	0.0	0.0	0.14452798760768	0.10056955613006266	0.0	0.028951802988306262	0.0	0.0	0.0	0.1510241982836329	0.0	0.01711284376417648	0.017492899110039026	0.01788420101650428	0.05498291243571897
2959	0.38048078957322695	0.0	0.4842902736814026	0.0	0.0	0.027083962349753993	0.3618811224836092	0.05550943678173739		0.0	0.1123358559988542	0.05467562234918739	0.09034732837230956	0.22614984916405909	0.0	0.06909292658890111	0.3244877753116882	0.042543413110527964	0.0	0.1516724555465909	0.2121187200042641	0.1464690469953323	0.0	0.30477885556529416	0.24400525517308247	0.0	0.1888591755538315	0.13820420925482726	0.07652583648544106	0.010169296914956796	0.16915731656313854	0.0	0.0658512751159231	0.0	0.033279014834468226	0.0	0.0014301782813350033	0.0	0.36365291251849513	0.21257320801697865	0.047757219990097105	0.41707134383523753	0.33544198101275996	0.0	0.0	0.08396517032463965	0.18073043832166175	0.37538405642223044	0.15928305372850282	0.0	0.40322753723962806	0.3728822299717076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27887345216754517	0.0008236979499725389	0.0	0.0	0.029015375244724608	0.05871406122399165	0.0	0.043357821201382866	0.0	0.009662402916291942	0.0	0.0	0.10339508171358057
